chave_municipal,municipio_cobertura,localizacao_cobertura,afetado_lista_2024_06_11,qtd_movimentacoes_base,creditos_base,ajustes_negativos_base,saldo_liquido_base,qtd_movimentacoes_ate_extrato,saldo_liquido_ate_extrato,situacao_na_base,situacao_comparacao
4315750,Riozinho,"Riozinho, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4315800,Roca Sales,"Roca Sales, Rio Grande do Sul, Brasil",1,2,1246511.63,0.00,1246511.63,1,200000.00,saldo_positivo,afetado_com_registro
4315909,Rodeio Bonito,"Rodeio Bonito, Rio Grande do Sul, Brasil",1,3,600000.00,-400000.00,200000.00,3,200000.00,saldo_positivo,afetado_com_registro
4315958,Rolador,"Rolador, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4316006,Rolante,"Rolante, Rio Grande do Sul, Brasil",1,3,2119767.44,0.00,2119767.44,2,550000.00,saldo_positivo,afetado_com_registro
4316105,Ronda Alta,"Ronda Alta, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4316204,Rondinha,"Rondinha, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4316303,Roque Gonzales,"Roque Gonzales, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4316402,Rosário do Sul,"Rosário do Sul, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4316428,Sagrada Família,"Sagrada Família, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4316436,Saldanha Marinho,"Saldanha Marinho, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4316451,Salto do Jacuí,"Salto do Jacuí, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4316477,Salvador das Missões,"Salvador das Missões, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4316501,Salvador do Sul,"Salvador do Sul, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4316600,Sananduva,"Sananduva, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4317103,Sant'Ana do Livramento,"Sant'Ana do Livramento, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4316709,Santa Bárbara do Sul,"Santa Bárbara do Sul, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4316733,Santa Cecília do Sul,"Santa Cecília do Sul, Rio Grande do Sul, Brasil",0,0,0.00,0.00,0.00,0,0.00,sem_registro,nao_listado_sem_registro
4316758,Santa Clara do Sul,"Santa Clara do Sul, Rio Grande do Sul, Brasil",1,4,750000.00,-400000.00,350000.00,3,200000.00,saldo_positivo,afetado_com_registro
4316808,Santa Cruz do Sul,"Santa Cruz do Sul, Rio Grande do Sul, Brasil",1,1,4709302.33,0.00,4709302.33,0,0.00,saldo_positivo,afetado_com_registro
4316972,Santa Margarida do Sul,"Santa Margarida do Sul, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4316907,Santa Maria,"Santa Maria, Rio Grande do Sul, Brasil",1,4,5832558.14,-400000.00,5432558.14,3,200000.00,saldo_positivo,afetado_com_registro
4316956,Santa Maria do Herval,"Santa Maria do Herval, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4317202,Santa Rosa,"Santa Rosa, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4317251,Santa Tereza,"Santa Tereza, Rio Grande do Sul, Brasil",1,5,2904651.16,-1569767.44,1334883.72,2,550000.00,saldo_positivo,afetado_com_registro
4317301,Santa Vitória do Palmar,"Santa Vitória do Palmar, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4317004,Santana da Boa Vista,"Santana da Boa Vista, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4317400,Santiago,"Santiago, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4317608,Santo Antônio da Patrulha,"Santo Antônio da Patrulha, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4317707,Santo Antônio das Missões,"Santo Antônio das Missões, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4317558,Santo Antônio do Palma,"Santo Antônio do Palma, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4317756,Santo Antônio do Planalto,"Santo Antônio do Planalto, Rio Grande do Sul, Brasil",0,0,0.00,0.00,0.00,0,0.00,sem_registro,nao_listado_sem_registro
4317806,Santo Augusto,"Santo Augusto, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4317905,Santo Cristo,"Santo Cristo, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4317954,Santo Expedito do Sul,"Santo Expedito do Sul, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4317509,Santo Ângelo,"Santo Ângelo, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4319901,Sapiranga,"Sapiranga, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4320008,Sapucaia do Sul,"Sapucaia do Sul, Rio Grande do Sul, Brasil",1,3,5259302.33,0.00,5259302.33,1,200000.00,saldo_positivo,afetado_com_registro
4320107,Sarandi,"Sarandi, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4320206,Seberi,"Seberi, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4320230,Sede Nova,"Sede Nova, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4320263,Segredo,"Segredo, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4320305,Selbach,"Selbach, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4320321,Senador Salgado Filho,"Senador Salgado Filho, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4320354,Sentinela do Sul,"Sentinela do Sul, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4320404,Serafina Corrêa,"Serafina Corrêa, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4320503,Sertão,"Sertão, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4320552,Sertão Santana,"Sertão Santana, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4320578,Sete de Setembro,"Sete de Setembro, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4320602,Severiano de Almeida,"Severiano de Almeida, Rio Grande do Sul, Brasil",1,2,984883.72,0.00,984883.72,1,200000.00,saldo_positivo,afetado_com_registro
4320651,Silveira Martins,"Silveira Martins, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4320677,Sinimbu,"Sinimbu, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4320701,Sobradinho,"Sobradinho, Rio Grande do Sul, Brasil",1,3,1858139.53,0.00,1858139.53,1,200000.00,saldo_positivo,afetado_com_registro
4320800,Soledade,"Soledade, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4318002,São Borja,"São Borja, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4318051,São Domingos do Sul,"São Domingos do Sul, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4318101,São Francisco de Assis,"São Francisco de Assis, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4318200,São Francisco de Paula,"São Francisco de Paula, Rio Grande do Sul, Brasil",1,4,750000.00,-400000.00,350000.00,3,200000.00,saldo_positivo,afetado_com_registro
4318309,São Gabriel,"São Gabriel, Rio Grande do Sul, Brasil",1,3,600000.00,-400000.00,200000.00,3,200000.00,saldo_positivo,afetado_com_registro
4318408,São Jerônimo,"São Jerônimo, Rio Grande do Sul, Brasil",1,2,1769767.44,0.00,1769767.44,1,200000.00,saldo_positivo,afetado_com_registro
4318440,São Jorge,"São Jorge, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4318457,São José das Missões,"São José das Missões, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4318465,São José do Herval,"São José do Herval, Rio Grande do Sul, Brasil",1,2,984883.72,0.00,984883.72,1,200000.00,saldo_positivo,afetado_com_registro
4318481,São José do Hortêncio,"São José do Hortêncio, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4318499,São José do Inhacorá,"São José do Inhacorá, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4318507,São José do Norte,"São José do Norte, Rio Grande do Sul, Brasil",1,3,2381395.35,0.00,2381395.35,1,200000.00,saldo_positivo,afetado_com_registro
4318606,São José do Ouro,"São José do Ouro, Rio Grande do Sul, Brasil",0,0,0.00,0.00,0.00,0,0.00,sem_registro,nao_listado_sem_registro
4318614,São José do Sul,"São José do Sul, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4318622,São José dos Ausentes,"São José dos Ausentes, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4318424,São João da Urtiga,"São João da Urtiga, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4318432,São João do Polêsine,"São João do Polêsine, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,0,0.00,saldo_positivo,afetado_com_registro
4318705,São Leopoldo,"São Leopoldo, Rio Grande do Sul, Brasil",1,1,5232558.14,0.00,5232558.14,0,0.00,saldo_positivo,afetado_com_registro
4318804,São Lourenço do Sul,"São Lourenço do Sul, Rio Grande do Sul, Brasil",1,3,2904651.16,0.00,2904651.16,1,200000.00,saldo_positivo,afetado_com_registro
4318903,São Luiz Gonzaga,"São Luiz Gonzaga, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4319000,São Marcos,"São Marcos, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4319109,São Martinho,"São Martinho, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4319125,São Martinho da Serra,"São Martinho da Serra, Rio Grande do Sul, Brasil",1,2,1134883.72,0.00,1134883.72,0,0.00,saldo_positivo,afetado_com_registro
4319158,São Miguel das Missões,"São Miguel das Missões, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4319208,São Nicolau,"São Nicolau, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4319307,São Paulo das Missões,"São Paulo das Missões, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4319356,São Pedro da Serra,"São Pedro da Serra, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4319364,São Pedro das Missões,"São Pedro das Missões, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4319372,São Pedro do Butiá,"São Pedro do Butiá, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4319406,São Pedro do Sul,"São Pedro do Sul, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4319505,São Sebastião do Caí,"São Sebastião do Caí, Rio Grande do Sul, Brasil",1,3,2381395.35,0.00,2381395.35,2,550000.00,saldo_positivo,afetado_com_registro
4319604,São Sepé,"São Sepé, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4319703,São Valentim,"São Valentim, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4319711,São Valentim do Sul,"São Valentim do Sul, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,2,550000.00,saldo_positivo,afetado_com_registro
4319737,São Valério do Sul,"São Valério do Sul, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4319752,São Vendelino,"São Vendelino, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4319802,São Vicente do Sul,"São Vicente do Sul, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4320453,Sério,"Sério, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4320859,Tabaí,"Tabaí, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4320909,Tapejara,"Tapejara, Rio Grande do Sul, Brasil",0,0,0.00,0.00,0.00,0,0.00,sem_registro,nao_listado_sem_registro
4321006,Tapera,"Tapera, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4321105,Tapes,"Tapes, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4321204,Taquara,"Taquara, Rio Grande do Sul, Brasil",1,3,3427906.98,0.00,3427906.98,2,550000.00,saldo_positivo,afetado_com_registro
4321303,Taquari,"Taquari, Rio Grande do Sul, Brasil",1,2,2031395.35,0.00,2031395.35,1,200000.00,saldo_positivo,afetado_com_registro
4321329,Taquaruçu do Sul,"Taquaruçu do Sul, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4321352,Tavares,"Tavares, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4321402,Tenente Portela,"Tenente Portela, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4321436,Terra de Areia,"Terra de Areia, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4321451,Teutônia,"Teutônia, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4321469,Tio Hugo,"Tio Hugo, Rio Grande do Sul, Brasil",0,0,0.00,0.00,0.00,0,0.00,sem_registro,nao_listado_sem_registro
4321477,Tiradentes do Sul,"Tiradentes do Sul, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4321493,Toropi,"Toropi, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4321501,Torres,"Torres, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4321600,Tramandaí,"Tramandaí, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4321626,Travesseiro,"Travesseiro, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4321956,Trindade do Sul,"Trindade do Sul, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4322004,Triunfo,"Triunfo, Rio Grande do Sul, Brasil",1,3,2381395.35,0.00,2381395.35,2,550000.00,saldo_positivo,afetado_com_registro
4321634,Três Arroios,"Três Arroios, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4321667,Três Cachoeiras,"Três Cachoeiras, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4321709,Três Coroas,"Três Coroas, Rio Grande do Sul, Brasil",1,5,2781395.35,-400000.00,2381395.35,4,550000.00,saldo_positivo,afetado_com_registro
4321832,Três Forquilhas,"Três Forquilhas, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4321857,Três Palmeiras,"Três Palmeiras, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4321907,Três Passos,"Três Passos, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4321808,Três de Maio,"Três de Maio, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4322103,Tucunduva,"Tucunduva, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4322152,Tunas,"Tunas, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4322186,Tupanci do Sul,"Tupanci do Sul, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4322202,Tupanciretã,"Tupanciretã, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4322251,Tupandi,"Tupandi, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4322301,Tuparendi,"Tuparendi, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4322327,Turuçu,"Turuçu, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4322343,Ubiretama,"Ubiretama, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4322376,Unistalda,"Unistalda, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4322350,União da Serra,"União da Serra, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4322400,Uruguaiana,"Uruguaiana, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4322509,Vacaria,"Vacaria, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4322541,Vale Real,"Vale Real, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4322525,Vale Verde,"Vale Verde, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4322533,Vale do Sol,"Vale do Sol, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4322558,Vanini,"Vanini, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4322608,Venâncio Aires,"Venâncio Aires, Rio Grande do Sul, Brasil",1,3,3689534.88,0.00,3689534.88,1,200000.00,saldo_positivo,afetado_com_registro
4322707,Vera Cruz,"Vera Cruz, Rio Grande do Sul, Brasil",1,3,2381395.35,0.00,2381395.35,2,550000.00,saldo_positivo,afetado_com_registro
4322806,Veranópolis,"Veranópolis, Rio Grande do Sul, Brasil",1,3,2381395.35,0.00,2381395.35,1,200000.00,saldo_positivo,afetado_com_registro
4322855,Vespasiano Corrêa,"Vespasiano Corrêa, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4322905,Viadutos,"Viadutos, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4323002,Viamão,"Viamão, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4323101,Vicente Dutra,"Vicente Dutra, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4323200,Victor Graeff,"Victor Graeff, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4323309,Vila Flores,"Vila Flores, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4323358,Vila Lângaro,"Vila Lângaro, Rio Grande do Sul, Brasil",0,0,0.00,0.00,0.00,0,0.00,sem_registro,nao_listado_sem_registro
4323408,Vila Maria,"Vila Maria, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4323457,Vila Nova do Sul,"Vila Nova do Sul, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4323507,Vista Alegre,"Vista Alegre, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4323606,Vista Alegre do Prata,"Vista Alegre do Prata, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4323705,Vista Gaúcha,"Vista Gaúcha, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4323754,Vitória das Missões,"Vitória das Missões, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4323770,Westfália,"Westfália, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4323804,Xangri-lá,"Xangri-lá, Rio Grande do Sul, Brasil",0,0,0.00,0.00,0.00,0,0.00,sem_registro,nao_listado_sem_registro
4300059,Água Santa,"Água Santa, Rio Grande do Sul, Brasil",0,0,0.00,0.00,0.00,0,0.00,sem_registro,nao_listado_sem_registro
4301552,Áurea,"Áurea, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
